item_id,item_price,item_title,item_code,product_name,brand,vendor_product_number,unit_of_measurement,product_type,kode_kbki,tkdn(%),valid_until,product_url,model_/_type,nomor_izin_edar_(akd/akl/lainnya),jenis_produk_sesuai_izin_edar,fungsi,negara_asal_produk,negara_pabrikan,spesifikasi_produk_secara_singkat,informasi_lainnya,supplier
1266991,453000,DUROMED PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 16 CM / 6 1/4 INC,4815000083-AK1-001027281,PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 16 CM / 6 1/4 INC,DUROMED,D14-0411-16,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1266995,488000,DUROMED PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 18 CM / 7 INC,4815000083-AK1-001027310,PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 18 CM / 7 INC,DUROMED,D14-0411-18,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267000,423000,DUROMED PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 20 CM / 8 INC,4815000083-AK1-001027365,PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 20 CM / 8 INC,DUROMED,D14-0411-20,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267001,550000,DUROMED PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 22 CM / 8 3/4 INC,4815000083-AK1-001027406,PEAN(ROCHESTER) HAEMOSTATIC FORCEPS CURVED 22 CM / 8 3/4 INC,DUROMED,D14-0411-22,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267005,118277,ACTICARE ACTICARE ANTISEPTIK HAND SCRUB 500ML,3527006117-AK1-001027460,ACTICARE Antiseptik Hand Scrub 500ml,Acticare,ATA-HSC-001-A,bottle,lokal,3527006117,0,24/10/2022,,botol 500ml,KEMENKES RI AKD 20903710765,Liquid chemical sterilants/high level disinfectants,Sabun Antiseptik Pencuci Tangan,Indonesia,Indonesia,Sabun Antiseptik Mengandung Chlorhexidine Gluconat 4%,,410299
1267009,51939000,MOFTECH AMPUTATION SET,4817101004-AK1-001027469,Amputation Set,Moftech,SET003,set,lokal,4817101004,0,9/10/2022,,SET003,AKD 11303710725,Orthopedic manual surgical instrument.,"Moftech Amputation Set merupakan instrument yang digunakan untuk memotong atau memangkas, pembuangan suatu anggota badan atau suatu penumbuhan dari badan",Indonesia,Indonesia,"Amputation Set merupakan instrument yang digunakan untuk memotong atau memangkas, pembuangan suatu anggota badan atau suatu penumbuhan dari badan",,418090
1267010,1064280,ACTICARE ACTICARE ANTISEPTIK HAND SCRUB 5L,3527006117-AK1-001027535,ACTICARE Antiseptik Hand Scrub 5L,Acticare,ATA-HSC-002-A,Jerrycan,lokal,3527006117,0,24/10/2022,,Jeriken,KEMENKES RI AKD 20903710765,Liquid chemical sterilants/high level disinfectants,Sabun Antiseptik Pencuci Tangan,Indonesia,Indonesia,Sabun Antiseptik mengamdung Chlorhexidine Gluconat 4%,,410299
1267014,51129,ACTICARE ACTICARE ALCOHOL SWAB CHG 2%,3527006117-AK1-001027629,ACTICARE Alcohol Swab CHG 2%,Acticare,ATA-ALS-001-A,Box,lokal,3527006117,0,31/08/2022,,Box,KEMENKES RI AKD 20903710866,Alcohol Swab,Kapas Antiseptik,Indonesia,Indonesia,Kapas antiseptik untuk kulit,,410299
1267021,488000,DUROMED ADSON-BABY DISSECTING AND LIGATURE FORCEPS CURVED 18 CM / 7 INC,4815000083-AK1-001027706,ADSON-BABY DISSECTING AND LIGATURE FORCEPS CURVED 18 CM / 7 INC,DUROMED,D14-0421-18,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267025,215368,ACTICARE ACTICARE ANTIBATERIAL PARAFFIN DRESSING,3527006117-AK1-001027725,ACTICARE Antibaterial Paraffin Dressing,Acticare,ATA-APD-001-A,Box,lokal,3527006117,0,14/01/2025,,box,KEMENKES RI AKD 21603020223,Drug Wound Dressing,Antibacterial Penutup Luka,Indonesia,Indonesia,Kasa Antiseptik Penutup Luka,-,410299
1267028,444000,DUROMED OVERHOLT-GEISSENDORFER DISSECTING AND LIGATURE FORCEPS CURVED 20 CM / 8 INC FIG. 2,4815000083-AK1-001027738,OVERHOLT-GEISSENDORFER DISSECTING AND LIGATURE FORCEPS CURVED 20 CM / 8 INC FIG. 2,DUROMED,D14-0443-02,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267034,444000,DUROMED OVERHOLT-GEISSENDORFER DISSECTING AND LIGATURE FORCEPS CURVED 21.5 CM / 8 1/2 INC FIG. 5,4815000083-AK1-001027784,OVERHOLT-GEISSENDORFER DISSECTING AND LIGATURE FORCEPS CURVED 21.5 CM / 8 1/2 INC FIG. 5,DUROMED,D14-0443-05,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267039,884000,DUROMED LAHEY BILE DUCT CLAMPS CURVED LONGIT. 22.5 CM / 8 3/4 INC,4815000083-AK1-001027814,LAHEY BILE DUCT CLAMPS CURVED LONGIT. 22.5 CM / 8 3/4 INC,DUROMED,D14-0513-23,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267040,816000,DUROMED PHANEUF HYSTERECTOMY FORCEPS ANGLED 20 CM / 8 INC 1X2T,4815000083-AK1-001027860,PHANEUF HYSTERECTOMY FORCEPS ANGLED 20 CM / 8 INC 1X2T,DUROMED,D14-0601-21,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267044,15946000,MOFTECH APPENDECTOMY SET,4815000083-AK1-001027889,Appendectomy Set,Moftech,SET004,set,lokal,4815000083,0,19/06/2022,,SET004,AKD 11603710442,Manual surgical for general use,Appendectomy Set merupakan Instrument yang digunakan untuk melakukan operasi usus buntu,Indonesia,Indonesia,Appendectomy Set merupakan Instrument yang digunakan untuk melakukan operasi usus buntu,,418090
1267049,876000,DUROMED HEANEY HYSTERECTOMY FORCEPS 21.5 CM / 8 1/2 INC 2 TEETH FIG.2,4815000083-AK1-001027959,HEANEY HYSTERECTOMY FORCEPS 21.5 CM / 8 1/2 INC 2 TEETH FIG.2,DUROMED,D14-0615-21,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267050,749000,DUROMED MIKULICZ PERITONIUM FORCEPS CURVED 18.5 CM / 7 1/4 INC 1X2T,4815000083-AK1-001027995,MIKULICZ PERITONIUM FORCEPS CURVED 18.5 CM / 7 1/4 INC 1X2T,DUROMED,D14-0725-18,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267054,403000,DUROMED BACKHAUS TOWEL CLAMPS 9 CM / 3 1/2 INC,4815000083-AK1-001028034,BACKHAUS TOWEL CLAMPS 9 CM / 3 1/2 INC,DUROMED,D14-0915-08,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267055,453000,DUROMED BACKHAUS TOWEL CLAMPS 13 CM / 5 INC,4815000083-AK1-001028090,BACKHAUS TOWEL CLAMPS 13 CM / 5 INC,DUROMED,D14-0915-13,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267058,1297000,"DUROMED HEANEY REZEK HYSTERECTOMY FORCEPS, STRAIGHT 21 CM",4815000083-AK1-001028128,"HEANEY REZEK HYSTERECTOMY FORCEPS, STRAIGHT 21 CM",DUROMED,D14-0612-21,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267064,3744000,MOFTECH BANDAGE INSTRUMENT SET,4815000083-AK1-001028164,Bandage Instrument Set,Moftech,SET005,set,lokal,4815000083,0,19/09/2022,,SET005,AKD 11603710616,Manual surgical for general use,Bandage Instrument Set merupakan satu set instrument untuk melakukan tindakan yang berhubungan dengan perban seperti menjahit luka,Indonesia,Indonesia,Bandage Instrument Set merupakan satu set instrument untuk melakukan tindakan yang berhubungan dengan perban seperti menjahit luka,,418090
1267065,374000,DUROMED LISTER SINUS FORCEPS STRAIGHT 18 CM / 7 INC,4815000083-AK1-001028175,LISTER SINUS FORCEPS STRAIGHT 18 CM / 7 INC,DUROMED,D15-0110-18,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267069,604000,DUROMED GROSS-MAIER DRESSING FORCEPS STRAIGHT 20.5 CM / 8 INC,4815000083-AK1-001028229,GROSS-MAIER DRESSING FORCEPS STRAIGHT 20.5 CM / 8 INC,DUROMED,D15-0222-20,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267076,905000,DUROMED GROSS-MAIER DRESSING FORCEPS CURVED 26 CM / 10 1/4 INC,4815000083-AK1-001028251,GROSS-MAIER DRESSING FORCEPS CURVED 26 CM / 10 1/4 INC,DUROMED,D15-0223-27,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267085,130982000,MOFTECH BASIC CARDIOVASCULAR SET,4815000333-AK1-001028325,Basic Cardiovascular Set,Moftech,SET006,set,lokal,4815000333,0,15/06/2022,,SET006,AKD 10504710430,Cardiovascular surgical instruments,Basic Cardiovascular Set merupakan instrument yang digunakan untuk melakukan operasi jantung,Indonesia,Indonesia,Basic Cardiovascular Set merupakan instrument yang digunakan untuk melakukan operasi jantung,,418090
1267090,423000,DUROMED BOZEMANN DRESSING FORCEPS 26 CM / 10 1/4 INC,4815000083-AK1-001028330,BOZEMANN DRESSING FORCEPS 26 CM / 10 1/4 INC,DUROMED,D15-0313-26,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267098,634000,DUROMED FOERSTER SPONGE FORCEPS STRAIGHT SERRATED 25 CM / 9 3/4 INC,4815000083-AK1-001028373,FOERSTER SPONGE FORCEPS STRAIGHT SERRATED 25 CM / 9 3/4 INC,DUROMED,D15-0352-25,piece,lokal,4815000083,0,18/08/2025,,Terlampir,11603021536,Manual surgical instrument for general use,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,Indonesia,Indonesia,menjepit dan atau memegang dengan kuat jaringan dan atau benang atau bahan operasi lainnya dalam waktu yang lama atau membutuhkan kekuatan penjepitan.,,272588
1267106,421000,DUROMED MAYO DISSECTING SSCISSORS STRAIGHT 15 CM / 6 INC BL/BL,4815000083-AK1-001028416,MAYO DISSECTING SSCISSORS STRAIGHT 15 CM / 6 INC BL/BL,DUROMED,D12-0170-15,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267111,19007000,MOFTECH BASIC EYE SURGERY SET,4815000083-AK1-001028456,BASIC EYE SURGERY SET,Moftech,SET007,set,lokal,4815000083,0,8/08/2022,,SET007,AKD 11203710563,Manual ophthalmic surgical instrument,Basic Eye Surgery Set merupakan instrument untuk melakukan operasi pada mata,Indonesia,Indonesia,Basic Eye Surgery Set merupakan instrument untuk melakukan operasi pada mata,,418090
1267121,384000,DUROMED MAYO STILLE DISSECTING SCISSORS CURVED 15 CM / 6 INC BL/BL,4815000083-AK1-001028486,MAYO STILLE DISSECTING SCISSORS CURVED 15 CM / 6 INC BL/BL,DUROMED,D12-0181-15,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267134,628000,DUROMED SIMS-SIEBOLD OPERATING SCISSORS CURVED 24.5 CM / 9 3/4 INC BL/BL,4815000083-AK1-001028574,SIMS-SIEBOLD OPERATING SCISSORS CURVED 24.5 CM / 9 3/4 INC BL/BL,DUROMED,D12-0233-24,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267139,78124000,MOFTECH BASIC ORTHOPEDIC SET,4817101004-AK1-001028614,Basic Orthopedic Set,Moftech,SET008,set,lokal,4817101004,0,11/10/2022,,SET008,AKD 11303710742,Orthopedic manual surgical instrument,Basic Orthopedic Set merupakan instrument yang digunakan untuk melakukan operasi bedah tulang,INDONESIA,Basic Orthopedic Set merupakan instrument yang digunakan untuk melakukan operasi bedah tulang,Basic Orthopedic Set merupakan instrument yang digunakan untuk melakukan operasi bedah tulang,,418090
1267149,576000,DUROMED WERTHEIM OPERATING SCISSORS CURVED 20 CM / 8 INC BL/BL,4815000083-AK1-001028659,WERTHEIM OPERATING SCISSORS CURVED 20 CM / 8 INC BL/BL,DUROMED,D12-0235-20,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267153,581000,DUROMED WERTHEIM OPERATING SCISSORS CURVED 23 CM / 9 INC BL/BL,4815000083-AK1-001028743,WERTHEIM OPERATING SCISSORS CURVED 23 CM / 9 INC BL/BL,DUROMED,D12-0235-23,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267164,658000,DUROMED METZENBAUM-NELSON DISSECTING SCISSORS STRAIGHT 23 CM / 9 INC BL/BL,4815000083-AK1-001028864,METZENBAUM-NELSON DISSECTING SCISSORS STRAIGHT 23 CM / 9 INC BL/BL,DUROMED,D12-0280-23,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267168,23960000,MOFTECH BASIC PLASTIC SURGERY SET,4815000083-AK1-001028888,Basic Plastic Surgery Set,Moftech,SET009,set,lokal,4815000083,0,19/09/2022,,SET009,AKD 11603710617,Manual surgical instrument for general use,Basic Plastic Surgery set merupakan instrument yang digunakan untuk melalukan operasi bedah plastik dasar,INDONESIA,INDONESIA,Basic Plastic Surgery set merupakan instrument yang digunakan untuk melalukan operasi bedah plastik dasar,,418090
1267178,418000,DUROMED METZENBAUM-NELSON DISSECTING SCISSORS CURVED 18 CM / 7 INC BL/BL,4815000083-AK1-001029013,METZENBAUM-NELSON DISSECTING SCISSORS CURVED 18 CM / 7 INC BL/BL,DUROMED,D12-0285-18,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267186,566000,DUROMED METZENBAUM-NELSON DISSECTING SCISSORS CURVED 23 CM / 9 INC BL/BL,4815000083-AK1-001029121,METZENBAUM-NELSON DISSECTING SCISSORS CURVED 23 CM / 9 INC BL/BL,DUROMED,D12-0285-23,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267193,389000,DUROMED JOSEPH DISSECTING SCISSORS STRAIGHT 14.5 CM / 5 3/4 INC SH/SH,4815000083-AK1-001029213,JOSEPH DISSECTING SCISSORS STRAIGHT 14.5 CM / 5 3/4 INC SH/SH,DUROMED,D12-0350-14,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267196,26075000,MOFTECH CAESAREAN SECTION,4815000087-AK1-001029246,Caesarean Section,Moftech,SET010,set,lokal,4815000087,0,22/06/2022,,SET010,AKD 21103710468,Obstetric-gynecologic specialized manual instrument,CAESAREAN SECTION SET MERUPAKAN INSTRUMENT UNTUK MELAKUKAN OPERASI CESAR PADA PERSALINAN,INDONESIA,INDONESIA,CAESAREAN SECTION SET MERUPAKAN INSTRUMENT UNTUK MELAKUKAN OPERASI CESAR PADA PERSALINAN,,418090
1267208,4128500,FYROM BABY COAT STEEL,4818001002-AK1-001029293,Baby Coat Steel,Fyrom,3,unit,lokal,4818001002,0,10/01/2023,,Dream,KEMENKES RI AKD 20902710938,Pediatric hospital bed,Digunakan sebagai tempat untuk meletakkan bayi,Indonesia,Indonesia,Dimensi (PxLxT) : 660 x 470 x 980mm (±)10mm Material : Stainless Steel Beban maksimum : 70 kg Roda 2” Fitur : Dilengkapi dengan infusion stand,,418104
1267213,1144000,DUROMED POTTS-SMITH VASCULAR SCISSORS 18 CM / 7 INC 60 DERAJAT,4815000083-AK1-001029318,POTTS-SMITH VASCULAR SCISSORS 18 CM / 7 INC 60 DERAJAT,DUROMED,D12-0393-19,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267225,444000,DUROMED BRAUN-STADLER NASAL SCISSORS 14.5 CM / 5 3/4 INC,4815000083-AK1-001029480,BRAUN-STADLER NASAL SCISSORS 14.5 CM / 5 3/4 INC,DUROMED,D12-0535-14,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267226,7015000,FYROM BABY COAT ACRYLIC SS,3333000001-AK1-001029536,Baby Coat Acrylic SS,Fyrom,4,unit,lokal,3333000001,0,4/01/2023,,Dream,KEMENKES RI AKD 20902710949,Pediatric hospital bed,Digunakan sebagai tempat untuk meletakkan bayi,Indonesia,Indonesia,Dimensi (PxLxT) : 650 x 450 x 1050mm (±)10mm Material : Stainless Steel Beban maksimum : 70 kg Roda 2” Fitur : Dilengkapi dengan infusion stand,,418104
1267236,474000,DUROMED BUSCH UMBILICAL SCISSORS 16 CM / 6 1/4 INC,4815000083-AK1-001029556,BUSCH UMBILICAL SCISSORS 16 CM / 6 1/4 INC,DUROMED,D12-0551-16,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267246,743187.5,OSFIX V PLATE 5 HOLES,4813002022-AK1-001029636,V Plate 5 Holes,OSFIX,OF 1057.05,piece,lokal,4813002022,0,12/11/2023,,5 Holes,21302810893,Single/multiple component metallic bone fixation appliances and accessories,Large fragment fixation,Indonesia,Indonesia,SS 316L,,418263
1267250,350000,SOFTSKIN SKIN PREPARATION 30 BTL @ 60ML,3416099008-AK1-001029650,Skin Preparation 30 Btl @ 60ml,SOFTSKIN,J2014E,Box,lokal,3416099008,0,17/09/2024,,Botol 60 ml,AKD 20903910903,Liquid Chemical Sterilants/High level desinfectants,Mencegah Infeksi Daerah operasi,Indonesia,Indonesia,Chlorhexidine Gluconate 2% dan Ethyl Alcohol 70%,-,409921
1267253,348000,DUROMED IRIS SCISSORS STRAIGHT 10 CM / 4 INC SH/SH,4815000083-AK1-001029663,IRIS SCISSORS STRAIGHT 10 CM / 4 INC SH/SH,DUROMED,D12-0620-10,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267258,1742000,DUROMED MICRO SCISSORS BAYONET STRAIGHT 19 CM / 7 1/2 INC SH/SH,4815000083-AK1-001029723,MICRO SCISSORS BAYONET STRAIGHT 19 CM / 7 1/2 INC SH/SH,DUROMED,D12-0750-19,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021606,Manual surgical instrument for general use,menggunting jaringan dan atau benang serta bahan operasi lainnya.,Indonesia,Indonesia,menggunting jaringan dan atau benang serta bahan operasi lainnya.,,272588
1267259,743187.5,OSFIX V PLATE 6 HOLES,4813002022-AK1-001029734,V Plate 6 Holes,OSFIX,OF 1057.06,piece,lokal,4813002022,0,12/11/2023,,6 Holes,21302810893,Single/multiple component metallic bone fixation appliances and accessories,Large fragment fixation,Indonesia,Indonesia,SS 316L,,418263
1267261,609000,"DUROMED LOCKHART-MUMMERY GROOVED DIRECTORS, STRAIGHT 16.5 CM / 6 1/2 INC",4815000083-AK1-001029756,"LOCKHART-MUMMERY GROOVED DIRECTORS, STRAIGHT 16.5 CM / 6 1/2 INC",DUROMED,D17-0186-16,piece,lokal,4815000083,0,25/08/2025,,Terlampir,11603021609,Manual surgical instrument for general use,Merupakan alat bedah pelengkap yang membantu alat-alat bedah utama. Terdiri dari berbagai macam jenis dan ukuran sesuai dengan kegunaannya,Indonesia,Indonesia,Merupakan alat bedah pelengkap yang membantu alat-alat bedah utama. Terdiri dari berbagai macam jenis dan ukuran sesuai dengan kegunaannya,,272588
1267266,743187.5,OSFIX V PLATE 7 HOLES,4813002022-AK1-001029766,V Plate 7 Holes,OSFIX,OF 1057.07,piece,lokal,4813002022,0,12/11/2023,,7 Holes,21302810893,Single/multiple component metallic bone fixation appliances and accessories,Large fragment fixation,Indonesia,Indonesia,SS 316L,,418263
